date,trades_today,start_of_day_equity,last_trade_time_by_instrument
2026-09-23,14,858.524,"{""XAU_USD"": ""2026-09-23T13:53:45.360017+00:00"", ""EUR_USD"": ""2026-09-23T14:06:35.311890+00:00"", ""GBP_USD"": ""2026-09-23T14:06:35.695818+00:00""}"
2026-09-23,14,858.524,"{""XAU_USD"": ""2026-09-23T13:53:45.360017+00:00"", ""EUR_USD"": ""2026-09-23T14:06:35.311890+00:00"", ""GBP_USD"": ""2026-09-23T14:06:35.695818+00:00""}"
2026-09-23,14,858.524,"{""XAU_USD"": ""2026-09-23T13:53:45.360017+00:00"", ""EUR_USD"": ""2026-09-23T14:06:35.311890+00:00"", ""GBP_USD"": ""2026-09-23T14:06:35.695818+00:00""}"
2026-09-23,14,858.524,"{""XAU_USD"": ""2026-09-23T13:53:45.360017+00:00"", ""EUR_USD"": ""2026-09-23T14:06:35.311890+00:00"", ""GBP_USD"": ""2026-09-23T14:06:35.695818+00:00""}"
2026-09-23,14,858.524,"{""XAU_USD"": ""2026-09-23T13:53:45.360017+00:00"", ""EUR_USD"": ""2026-09-23T14:06:35.311890+00:00"", ""GBP_USD"": ""2026-09-23T14:06:35.695818+00:00""}"
2026-09-23,14,858.524,"{""XAU_USD"": ""2026-09-23T13:53:45.360017+00:00"", ""EUR_USD"": ""2026-09-23T14:06:35.311890+00:00"", ""GBP_USD"": ""2026-09-23T14:06:35.695818+00:00""}"
2026-09-23,14,858.524,"{""XAU_USD"": ""2026-09-23T13:53:45.360017+00:00"", ""EUR_USD"": ""2026-09-23T14:06:35.311890+00:00"", ""GBP_USD"": ""2026-09-23T14:06:35.695818+00:00""}"
2026-09-23,14,858.524,"{""XAU_USD"": ""2026-09-23T13:53:45.360017+00:00"", ""EUR_USD"": ""2026-09-23T14:06:35.311890+00:00"", ""GBP_USD"": ""2026-09-23T14:06:35.695818+00:00""}"
2026-09-23,14,858.524,"{""XAU_USD"": ""2026-09-23T13:53:45.360017+00:00"", ""EUR_USD"": ""2026-09-23T14:06:35.311890+00:00"", ""GBP_USD"": ""2026-09-23T14:06:35.695818+00:00""}"
2026-09-23,16,858.524,"{""XAU_USD"": ""2026-09-23T13:53:45.360017+00:00"", ""EUR_USD"": ""2026-09-23T17:19:36.586937+00:00"", ""GBP_USD"": ""2026-09-23T17:19:36.862410+00:00""}"
2026-09-23,16,858.524,"{""XAU_USD"": ""2026-09-23T13:53:45.360017+00:00"", ""EUR_USD"": ""2026-09-23T17:19:36.586937+00:00"", ""GBP_USD"": ""2026-09-23T17:19:36.862410+00:00""}"
2026-09-23,16,858.524,"{""XAU_USD"": ""2026-09-23T13:53:45.360017+00:00"", ""EUR_USD"": ""2026-09-23T17:19:36.586937+00:00"", ""GBP_USD"": ""2026-09-23T17:19:36.862410+00:00""}"
2026-09-23,16,858.524,"{""XAU_USD"": ""2026-09-23T13:53:45.360017+00:00"", ""EUR_USD"": ""2026-09-23T17:19:36.586937+00:00"", ""GBP_USD"": ""2026-09-23T17:19:36.862410+00:00""}"
2026-09-23,16,858.524,"{""XAU_USD"": ""2026-09-23T13:53:45.360017+00:00"", ""EUR_USD"": ""2026-09-23T17:19:36.586937+00:00"", ""GBP_USD"": ""2026-09-23T17:19:36.862410+00:00""}"
2026-09-23,16,858.524,"{""XAU_USD"": ""2026-09-23T13:53:45.360017+00:00"", ""EUR_USD"": ""2026-09-23T17:19:36.586937+00:00"", ""GBP_USD"": ""2026-09-23T17:19:36.862410+00:00""}"
2026-09-23,16,858.524,"{""XAU_USD"": ""2026-09-23T13:53:45.360017+00:00"", ""EUR_USD"": ""2026-09-23T17:19:36.586937+00:00"", ""GBP_USD"": ""2026-09-23T17:19:36.862410+00:00""}"
2026-09-23,16,858.524,"{""XAU_USD"": ""2026-09-23T13:53:45.360017+00:00"", ""EUR_USD"": ""2026-09-23T17:19:36.586937+00:00"", ""GBP_USD"": ""2026-09-23T17:19:36.862410+00:00""}"
2026-09-23,16,858.524,"{""XAU_USD"": ""2026-09-23T13:53:45.360017+00:00"", ""EUR_USD"": ""2026-09-23T17:19:36.586937+00:00"", ""GBP_USD"": ""2026-09-23T17:19:36.862410+00:00""}"
2026-09-23,16,858.524,"{""XAU_USD"": ""2026-09-23T13:53:45.360017+00:00"", ""EUR_USD"": ""2026-09-23T17:19:36.586937+00:00"", ""GBP_USD"": ""2026-09-23T17:19:36.862410+00:00""}"
2026-09-23,16,858.524,"{""XAU_USD"": ""2026-09-23T13:53:45.360017+00:00"", ""EUR_USD"": ""2026-09-23T17:19:36.586937+00:00"", ""GBP_USD"": ""2026-09-23T17:19:36.862410+00:00""}"
2026-09-23,16,858.524,"{""XAU_USD"": ""2026-09-23T13:53:45.360017+00:00"", ""EUR_USD"": ""2026-09-23T17:19:36.586937+00:00"", ""GBP_USD"": ""2026-09-23T17:19:36.862410+00:00""}"
2026-09-23,16,858.524,"{""XAU_USD"": ""2026-09-23T13:53:45.360017+00:00"", ""EUR_USD"": ""2026-09-23T17:19:36.586937+00:00"", ""GBP_USD"": ""2026-09-23T17:19:36.862410+00:00""}"
2026-09-23,16,858.524,"{""XAU_USD"": ""2026-09-23T13:53:45.360017+00:00"", ""EUR_USD"": ""2026-09-23T17:19:36.586937+00:00"", ""GBP_USD"": ""2026-09-23T17:19:36.862410+00:00""}"
2026-09-23,16,858.524,"{""XAU_USD"": ""2026-09-23T13:53:45.360017+00:00"", ""EUR_USD"": ""2026-09-23T17:19:36.586937+00:00"", ""GBP_USD"": ""2026-09-23T17:19:36.862410+00:00""}"
2026-09-23,16,858.524,"{""XAU_USD"": ""2026-09-23T13:53:45.360017+00:00"", ""EUR_USD"": ""2026-09-23T17:19:36.586937+00:00"", ""GBP_USD"": ""2026-09-23T17:19:36.862410+00:00""}"
2026-09-23,16,858.524,"{""XAU_USD"": ""2026-09-23T13:53:45.360017+00:00"", ""EUR_USD"": ""2026-09-23T17:19:36.586937+00:00"", ""GBP_USD"": ""2026-09-23T17:19:36.862410+00:00""}"
2026-09-23,16,858.524,"{""XAU_USD"": ""2026-09-23T13:53:45.360017+00:00"", ""EUR_USD"": ""2026-09-23T17:19:36.586937+00:00"", ""GBP_USD"": ""2026-09-23T17:19:36.862410+00:00""}"
2026-09-23,16,858.524,"{""XAU_USD"": ""2026-09-23T13:53:45.360017+00:00"", ""EUR_USD"": ""2026-09-23T17:19:36.586937+00:00"", ""GBP_USD"": ""2026-09-23T17:19:36.862410+00:00""}"
2026-09-23,16,858.524,"{""XAU_USD"": ""2026-09-23T13:53:45.360017+00:00"", ""EUR_USD"": ""2026-09-23T17:19:36.586937+00:00"", ""GBP_USD"": ""2026-09-23T17:19:36.862410+00:00""}"
2026-09-23,16,858.524,"{""XAU_USD"": ""2026-09-23T13:53:45.360017+00:00"", ""EUR_USD"": ""2026-09-23T17:19:36.586937+00:00"", ""GBP_USD"": ""2026-09-23T17:19:36.862410+00:00""}"
2026-09-23,16,858.524,"{""XAU_USD"": ""2026-09-23T13:53:45.360017+00:00"", ""EUR_USD"": ""2026-09-23T17:19:36.586937+00:00"", ""GBP_USD"": ""2026-09-23T17:19:36.862410+00:00""}"
2026-09-23,16,858.524,"{""XAU_USD"": ""2026-09-23T13:53:45.360017+00:00"", ""EUR_USD"": ""2026-09-23T17:19:36.586937+00:00"", ""GBP_USD"": ""2026-09-23T17:19:36.862410+00:00""}"
2026-09-23,16,858.524,"{""XAU_USD"": ""2026-09-23T13:53:45.360017+00:00"", ""EUR_USD"": ""2026-09-23T17:19:36.586937+00:00"", ""GBP_USD"": ""2026-09-23T17:19:36.862410+00:00""}"
2026-09-23,16,858.524,"{""XAU_USD"": ""2026-09-23T13:53:45.360017+00:00"", ""EUR_USD"": ""2026-09-23T17:19:36.586937+00:00"", ""GBP_USD"": ""2026-09-23T17:19:36.862410+00:00""}"
2026-09-23,16,858.524,"{""XAU_USD"": ""2026-09-23T13:53:45.360017+00:00"", ""EUR_USD"": ""2026-09-23T17:19:36.586937+00:00"", ""GBP_USD"": ""2026-09-23T17:19:36.862410+00:00""}"
2026-09-23,16,858.524,"{""XAU_USD"": ""2026-09-23T13:53:45.360017+00:00"", ""EUR_USD"": ""2026-09-23T17:19:36.586937+00:00"", ""GBP_USD"": ""2026-09-23T17:19:36.862410+00:00""}"
2026-09-23,16,858.524,"{""XAU_USD"": ""2026-09-23T13:53:45.360017+00:00"", ""EUR_USD"": ""2026-09-23T17:19:36.586937+00:00"", ""GBP_USD"": ""2026-09-23T17:19:36.862410+00:00""}"
2026-09-23,16,858.524,"{""XAU_USD"": ""2026-09-23T13:53:45.360017+00:00"", ""EUR_USD"": ""2026-09-23T17:19:36.586937+00:00"", ""GBP_USD"": ""2026-09-23T17:19:36.862410+00:00""}"
2026-09-23,16,858.524,"{""XAU_USD"": ""2026-09-23T13:53:45.360017+00:00"", ""EUR_USD"": ""2026-09-23T17:19:36.586937+00:00"", ""GBP_USD"": ""2026-09-23T17:19:36.862410+00:00""}"
2026-09-23,16,858.524,"{""XAU_USD"": ""2026-09-23T13:53:45.360017+00:00"", ""EUR_USD"": ""2026-09-23T17:19:36.586937+00:00"", ""GBP_USD"": ""2026-09-23T17:19:36.862410+00:00""}"
2026-09-24,1,905.8169,"{""GBP_USD"": ""2026-09-24T00:17:48.288283+00:00""}"
2026-09-24,2,905.8169,"{""GBP_USD"": ""2026-09-24T00:17:48.288283+00:00"", ""EUR_USD"": ""2026-09-24T00:39:13.044421+00:00""}"
2026-09-24,2,905.8169,"{""GBP_USD"": ""2026-09-24T00:17:48.288283+00:00"", ""EUR_USD"": ""2026-09-24T00:39:13.044421+00:00""}"
2026-09-24,2,905.8169,"{""GBP_USD"": ""2026-09-24T00:17:48.288283+00:00"", ""EUR_USD"": ""2026-09-24T00:39:13.044421+00:00""}"
2026-09-24,2,905.8169,"{""GBP_USD"": ""2026-09-24T00:17:48.288283+00:00"", ""EUR_USD"": ""2026-09-24T00:39:13.044421+00:00""}"
2026-09-24,2,905.8169,"{""GBP_USD"": ""2026-09-24T00:17:48.288283+00:00"", ""EUR_USD"": ""2026-09-24T00:39:13.044421+00:00""}"
2026-09-24,2,905.8169,"{""GBP_USD"": ""2026-09-24T00:17:48.288283+00:00"", ""EUR_USD"": ""2026-09-24T00:39:13.044421+00:00""}"
2026-09-24,2,905.8169,"{""GBP_USD"": ""2026-09-24T00:17:48.288283+00:00"", ""EUR_USD"": ""2026-09-24T00:39:13.044421+00:00""}"
2026-09-24,2,905.8169,"{""GBP_USD"": ""2026-09-24T00:17:48.288283+00:00"", ""EUR_USD"": ""2026-09-24T00:39:13.044421+00:00""}"
2026-09-24,2,905.8169,"{""GBP_USD"": ""2026-09-24T00:17:48.288283+00:00"", ""EUR_USD"": ""2026-09-24T00:39:13.044421+00:00""}"
2026-09-24,2,905.8169,"{""GBP_USD"": ""2026-09-24T00:17:48.288283+00:00"", ""EUR_USD"": ""2026-09-24T00:39:13.044421+00:00""}"
2026-09-24,2,905.8169,"{""GBP_USD"": ""2026-09-24T00:17:48.288283+00:00"", ""EUR_USD"": ""2026-09-24T00:39:13.044421+00:00""}"
2026-09-24,2,905.8169,"{""GBP_USD"": ""2026-09-24T00:17:48.288283+00:00"", ""EUR_USD"": ""2026-09-24T00:39:13.044421+00:00""}"
2026-09-24,2,905.8169,"{""GBP_USD"": ""2026-09-24T00:17:48.288283+00:00"", ""EUR_USD"": ""2026-09-24T00:39:13.044421+00:00""}"
2026-09-24,2,905.8169,"{""GBP_USD"": ""2026-09-24T00:17:48.288283+00:00"", ""EUR_USD"": ""2026-09-24T00:39:13.044421+00:00""}"
2026-09-24,2,905.8169,"{""GBP_USD"": ""2026-09-24T00:17:48.288283+00:00"", ""EUR_USD"": ""2026-09-24T00:39:13.044421+00:00""}"
2026-09-24,2,905.8169,"{""GBP_USD"": ""2026-09-24T00:17:48.288283+00:00"", ""EUR_USD"": ""2026-09-24T00:39:13.044421+00:00""}"
2026-09-24,2,905.8169,"{""GBP_USD"": ""2026-09-24T00:17:48.288283+00:00"", ""EUR_USD"": ""2026-09-24T00:39:13.044421+00:00""}"
2026-09-24,2,905.8169,"{""GBP_USD"": ""2026-09-24T00:17:48.288283+00:00"", ""EUR_USD"": ""2026-09-24T00:39:13.044421+00:00""}"
2026-09-24,2,905.8169,"{""GBP_USD"": ""2026-09-24T00:17:48.288283+00:00"", ""EUR_USD"": ""2026-09-24T00:39:13.044421+00:00""}"
2026-09-24,2,905.8169,"{""GBP_USD"": ""2026-09-24T00:17:48.288283+00:00"", ""EUR_USD"": ""2026-09-24T00:39:13.044421+00:00""}"
2026-09-24,2,905.8169,"{""GBP_USD"": ""2026-09-24T00:17:48.288283+00:00"", ""EUR_USD"": ""2026-09-24T00:39:13.044421+00:00""}"
2026-09-24,2,905.8169,"{""GBP_USD"": ""2026-09-24T00:17:48.288283+00:00"", ""EUR_USD"": ""2026-09-24T00:39:13.044421+00:00""}"
2026-09-24,2,905.8169,"{""GBP_USD"": ""2026-09-24T00:17:48.288283+00:00"", ""EUR_USD"": ""2026-09-24T00:39:13.044421+00:00""}"
2026-09-24,2,905.8169,"{""GBP_USD"": ""2026-09-24T00:17:48.288283+00:00"", ""EUR_USD"": ""2026-09-24T00:39:13.044421+00:00""}"
2026-09-24,2,905.8169,"{""GBP_USD"": ""2026-09-24T00:17:48.288283+00:00"", ""EUR_USD"": ""2026-09-24T00:39:13.044421+00:00""}"
2026-09-24,2,905.8169,"{""GBP_USD"": ""2026-09-24T00:17:48.288283+00:00"", ""EUR_USD"": ""2026-09-24T00:39:13.044421+00:00""}"
2026-09-24,2,905.8169,"{""GBP_USD"": ""2026-09-24T00:17:48.288283+00:00"", ""EUR_USD"": ""2026-09-24T00:39:13.044421+00:00""}"
2026-09-24,2,905.8169,"{""GBP_USD"": ""2026-09-24T00:17:48.288283+00:00"", ""EUR_USD"": ""2026-09-24T00:39:13.044421+00:00""}"
2026-09-24,2,905.8169,"{""GBP_USD"": ""2026-09-24T00:17:48.288283+00:00"", ""EUR_USD"": ""2026-09-24T00:39:13.044421+00:00""}"
2026-09-24,2,905.8169,"{""GBP_USD"": ""2026-09-24T00:17:48.288283+00:00"", ""EUR_USD"": ""2026-09-24T00:39:13.044421+00:00""}"
2026-09-24,2,905.8169,"{""GBP_USD"": ""2026-09-24T00:17:48.288283+00:00"", ""EUR_USD"": ""2026-09-24T00:39:13.044421+00:00""}"
2026-09-24,2,905.8169,"{""GBP_USD"": ""2026-09-24T00:17:48.288283+00:00"", ""EUR_USD"": ""2026-09-24T00:39:13.044421+00:00""}"
2026-09-24,2,905.8169,"{""GBP_USD"": ""2026-09-24T00:17:48.288283+00:00"", ""EUR_USD"": ""2026-09-24T00:39:13.044421+00:00""}"
2026-09-24,2,905.8169,"{""GBP_USD"": ""2026-09-24T00:17:48.288283+00:00"", ""EUR_USD"": ""2026-09-24T00:39:13.044421+00:00""}"
2026-09-24,2,905.8169,"{""GBP_USD"": ""2026-09-24T00:17:48.288283+00:00"", ""EUR_USD"": ""2026-09-24T00:39:13.044421+00:00""}"
2026-09-24,3,905.8169,"{""GBP_USD"": ""2026-09-24T00:17:48.288283+00:00"", ""EUR_USD"": ""2026-09-24T09:19:34.195547+00:00""}"
2026-09-24,4,905.8169,"{""GBP_USD"": ""2026-09-24T00:17:48.288283+00:00"", ""EUR_USD"": ""2026-09-24T09:19:34.195547+00:00"", ""XAU_USD"": ""2026-09-24T09:34:22.679832+00:00""}"
2026-09-24,4,905.8169,"{""GBP_USD"": ""2026-09-24T00:17:48.288283+00:00"", ""EUR_USD"": ""2026-09-24T09:19:34.195547+00:00"", ""XAU_USD"": ""2026-09-24T09:34:22.679832+00:00""}"
2026-09-24,4,905.8169,"{""GBP_USD"": ""2026-09-24T00:17:48.288283+00:00"", ""EUR_USD"": ""2026-09-24T09:19:34.195547+00:00"", ""XAU_USD"": ""2026-09-24T09:34:22.679832+00:00""}"
2026-09-24,4,905.8169,"{""GBP_USD"": ""2026-09-24T00:17:48.288283+00:00"", ""EUR_USD"": ""2026-09-24T09:19:34.195547+00:00"", ""XAU_USD"": ""2026-09-24T09:34:22.679832+00:00""}"
2026-09-24,4,905.8169,"{""GBP_USD"": ""2026-09-24T00:17:48.288283+00:00"", ""EUR_USD"": ""2026-09-24T09:19:34.195547+00:00"", ""XAU_USD"": ""2026-09-24T09:34:22.679832+00:00""}"
2026-09-24,4,905.8169,"{""GBP_USD"": ""2026-09-24T00:17:48.288283+00:00"", ""EUR_USD"": ""2026-09-24T09:19:34.195547+00:00"", ""XAU_USD"": ""2026-09-24T09:34:22.679832+00:00""}"
2026-09-24,4,905.8169,"{""GBP_USD"": ""2026-09-24T00:17:48.288283+00:00"", ""EUR_USD"": ""2026-09-24T09:19:34.195547+00:00"", ""XAU_USD"": ""2026-09-24T09:34:22.679832+00:00""}"
2026-09-24,4,905.8169,"{""GBP_USD"": ""2026-09-24T00:17:48.288283+00:00"", ""EUR_USD"": ""2026-09-24T09:19:34.195547+00:00"", ""XAU_USD"": ""2026-09-24T09:34:22.679832+00:00""}"
2026-09-24,4,905.8169,"{""GBP_USD"": ""2026-09-24T00:17:48.288283+00:00"", ""EUR_USD"": ""2026-09-24T09:19:34.195547+00:00"", ""XAU_USD"": ""2026-09-24T09:34:22.679832+00:00""}"
2026-09-24,4,905.8169,"{""GBP_USD"": ""2026-09-24T00:17:48.288283+00:00"", ""EUR_USD"": ""2026-09-24T09:19:34.195547+00:00"", ""XAU_USD"": ""2026-09-24T09:34:22.679832+00:00""}"
2026-09-24,4,905.8169,"{""GBP_USD"": ""2026-09-24T00:17:48.288283+00:00"", ""EUR_USD"": ""2026-09-24T09:19:34.195547+00:00"", ""XAU_USD"": ""2026-09-24T09:34:22.679832+00:00""}"
2026-09-24,4,905.8169,"{""GBP_USD"": ""2026-09-24T00:17:48.288283+00:00"", ""EUR_USD"": ""2026-09-24T09:19:34.195547+00:00"", ""XAU_USD"": ""2026-09-24T09:34:22.679832+00:00""}"
2026-09-24,4,905.8169,"{""GBP_USD"": ""2026-09-24T00:17:48.288283+00:00"", ""EUR_USD"": ""2026-09-24T09:19:34.195547+00:00"", ""XAU_USD"": ""2026-09-24T09:34:22.679832+00:00""}"
2026-09-24,4,905.8169,"{""GBP_USD"": ""2026-09-24T00:17:48.288283+00:00"", ""EUR_USD"": ""2026-09-24T09:19:34.195547+00:00"", ""XAU_USD"": ""2026-09-24T09:34:22.679832+00:00""}"
2026-09-24,5,905.8169,"{""GBP_USD"": ""2026-09-24T00:17:48.288283+00:00"", ""EUR_USD"": ""2026-09-24T09:19:34.195547+00:00"", ""XAU_USD"": ""2026-09-24T13:00:47.023256+00:00""}"
2026-09-24,5,905.8169,"{""GBP_USD"": ""2026-09-24T00:17:48.288283+00:00"", ""EUR_USD"": ""2026-09-24T09:19:34.195547+00:00"", ""XAU_USD"": ""2026-09-24T13:00:47.023256+00:00""}"
2026-09-24,5,905.8169,"{""GBP_USD"": ""2026-09-24T00:17:48.288283+00:00"", ""EUR_USD"": ""2026-09-24T09:19:34.195547+00:00"", ""XAU_USD"": ""2026-09-24T13:00:47.023256+00:00""}"
2026-09-24,5,905.8169,"{""GBP_USD"": ""2026-09-24T00:17:48.288283+00:00"", ""EUR_USD"": ""2026-09-24T09:19:34.195547+00:00"", ""XAU_USD"": ""2026-09-24T13:00:47.023256+00:00""}"
2026-09-24,5,905.8169,"{""GBP_USD"": ""2026-09-24T00:17:48.288283+00:00"", ""EUR_USD"": ""2026-09-24T09:19:34.195547+00:00"", ""XAU_USD"": ""2026-09-24T13:00:47.023256+00:00""}"
2026-09-24,5,905.8169,"{""GBP_USD"": ""2026-09-24T00:17:48.288283+00:00"", ""EUR_USD"": ""2026-09-24T09:19:34.195547+00:00"", ""XAU_USD"": ""2026-09-24T13:00:47.023256+00:00""}"
2026-09-24,5,905.8169,"{""GBP_USD"": ""2026-09-24T00:17:48.288283+00:00"", ""EUR_USD"": ""2026-09-24T09:19:34.195547+00:00"", ""XAU_USD"": ""2026-09-24T13:00:47.023256+00:00""}"
2026-09-24,5,905.8169,"{""GBP_USD"": ""2026-09-24T00:17:48.288283+00:00"", ""EUR_USD"": ""2026-09-24T09:19:34.195547+00:00"", ""XAU_USD"": ""2026-09-24T13:00:47.023256+00:00""}"
2026-09-24,5,905.8169,"{""GBP_USD"": ""2026-09-24T00:17:48.288283+00:00"", ""EUR_USD"": ""2026-09-24T09:19:34.195547+00:00"", ""XAU_USD"": ""2026-09-24T13:00:47.023256+00:00""}"
2026-09-24,5,905.8169,"{""GBP_USD"": ""2026-09-24T00:17:48.288283+00:00"", ""EUR_USD"": ""2026-09-24T09:19:34.195547+00:00"", ""XAU_USD"": ""2026-09-24T13:00:47.023256+00:00""}"
2026-09-24,5,905.8169,"{""GBP_USD"": ""2026-09-24T00:17:48.288283+00:00"", ""EUR_USD"": ""2026-09-24T09:19:34.195547+00:00"", ""XAU_USD"": ""2026-09-24T13:00:47.023256+00:00""}"
2026-09-24,5,905.8169,"{""GBP_USD"": ""2026-09-24T00:17:48.288283+00:00"", ""EUR_USD"": ""2026-09-24T09:19:34.195547+00:00"", ""XAU_USD"": ""2026-09-24T13:00:47.023256+00:00""}"
2026-09-24,7,905.8169,"{""GBP_USD"": ""2026-09-24T16:34:15.378972+00:00"", ""EUR_USD"": ""2026-09-24T16:34:14.434455+00:00"", ""XAU_USD"": ""2026-09-24T13:00:47.023256+00:00""}"
2026-09-24,7,905.8169,"{""GBP_USD"": ""2026-09-24T16:34:15.378972+00:00"", ""EUR_USD"": ""2026-09-24T16:34:14.434455+00:00"", ""XAU_USD"": ""2026-09-24T13:00:47.023256+00:00""}"
2026-09-24,7,905.8169,"{""GBP_USD"": ""2026-09-24T16:34:15.378972+00:00"", ""EUR_USD"": ""2026-09-24T16:34:14.434455+00:00"", ""XAU_USD"": ""2026-09-24T13:00:47.023256+00:00""}"
2026-09-24,7,905.8169,"{""GBP_USD"": ""2026-09-24T16:34:15.378972+00:00"", ""EUR_USD"": ""2026-09-24T16:34:14.434455+00:00"", ""XAU_USD"": ""2026-09-24T13:00:47.023256+00:00""}"
2026-09-24,7,905.8169,"{""GBP_USD"": ""2026-09-24T16:34:15.378972+00:00"", ""EUR_USD"": ""2026-09-24T16:34:14.434455+00:00"", ""XAU_USD"": ""2026-09-24T13:00:47.023256+00:00""}"
2026-09-24,7,905.8169,"{""GBP_USD"": ""2026-09-24T16:34:15.378972+00:00"", ""EUR_USD"": ""2026-09-24T16:34:14.434455+00:00"", ""XAU_USD"": ""2026-09-24T13:00:47.023256+00:00""}"
2026-09-24,7,905.8169,"{""GBP_USD"": ""2026-09-24T16:34:15.378972+00:00"", ""EUR_USD"": ""2026-09-24T16:34:14.434455+00:00"", ""XAU_USD"": ""2026-09-24T13:00:47.023256+00:00""}"
2026-09-24,7,905.8169,"{""GBP_USD"": ""2026-09-24T16:34:15.378972+00:00"", ""EUR_USD"": ""2026-09-24T16:34:14.434455+00:00"", ""XAU_USD"": ""2026-09-24T13:00:47.023256+00:00""}"
2026-09-24,7,905.8169,"{""GBP_USD"": ""2026-09-24T16:34:15.378972+00:00"", ""EUR_USD"": ""2026-09-24T16:34:14.434455+00:00"", ""XAU_USD"": ""2026-09-24T13:00:47.023256+00:00""}"
2026-09-24,7,905.8169,"{""GBP_USD"": ""2026-09-24T16:34:15.378972+00:00"", ""EUR_USD"": ""2026-09-24T16:34:14.434455+00:00"", ""XAU_USD"": ""2026-09-24T13:00:47.023256+00:00""}"
2026-09-24,7,905.8169,"{""GBP_USD"": ""2026-09-24T16:34:15.378972+00:00"", ""EUR_USD"": ""2026-09-24T16:34:14.434455+00:00"", ""XAU_USD"": ""2026-09-24T13:00:47.023256+00:00""}"
2026-09-24,7,905.8169,"{""GBP_USD"": ""2026-09-24T16:34:15.378972+00:00"", ""EUR_USD"": ""2026-09-24T16:34:14.434455+00:00"", ""XAU_USD"": ""2026-09-24T13:00:47.023256+00:00""}"
2026-09-24,7,905.8169,"{""GBP_USD"": ""2026-09-24T16:34:15.378972+00:00"", ""EUR_USD"": ""2026-09-24T16:34:14.434455+00:00"", ""XAU_USD"": ""2026-09-24T13:00:47.023256+00:00""}"
2026-09-24,7,905.8169,"{""GBP_USD"": ""2026-09-24T16:34:15.378972+00:00"", ""EUR_USD"": ""2026-09-24T16:34:14.434455+00:00"", ""XAU_USD"": ""2026-09-24T13:00:47.023256+00:00""}"
2026-09-24,7,905.8169,"{""GBP_USD"": ""2026-09-24T16:34:15.378972+00:00"", ""EUR_USD"": ""2026-09-24T16:34:14.434455+00:00"", ""XAU_USD"": ""2026-09-24T13:00:47.023256+00:00""}"
2026-09-24,7,905.8169,"{""GBP_USD"": ""2026-09-24T16:34:15.378972+00:00"", ""EUR_USD"": ""2026-09-24T16:34:14.434455+00:00"", ""XAU_USD"": ""2026-09-24T13:00:47.023256+00:00""}"
2026-09-24,7,905.8169,"{""GBP_USD"": ""2026-09-24T16:34:15.378972+00:00"", ""EUR_USD"": ""2026-09-24T16:34:14.434455+00:00"", ""XAU_USD"": ""2026-09-24T13:00:47.023256+00:00""}"
2026-09-24,7,905.8169,"{""GBP_USD"": ""2026-09-24T16:34:15.378972+00:00"", ""EUR_USD"": ""2026-09-24T16:34:14.434455+00:00"", ""XAU_USD"": ""2026-09-24T13:00:47.023256+00:00""}"
2026-09-24,7,905.8169,"{""GBP_USD"": ""2026-09-24T16:34:15.378972+00:00"", ""EUR_USD"": ""2026-09-24T16:34:14.434455+00:00"", ""XAU_USD"": ""2026-09-24T13:00:47.023256+00:00""}"
2026-09-24,7,905.8169,"{""GBP_USD"": ""2026-09-24T16:34:15.378972+00:00"", ""EUR_USD"": ""2026-09-24T16:34:14.434455+00:00"", ""XAU_USD"": ""2026-09-24T13:00:47.023256+00:00""}"
2026-09-24,7,905.8169,"{""GBP_USD"": ""2026-09-24T16:34:15.378972+00:00"", ""EUR_USD"": ""2026-09-24T16:34:14.434455+00:00"", ""XAU_USD"": ""2026-09-24T13:00:47.023256+00:00""}"
2026-09-24,7,905.8169,"{""GBP_USD"": ""2026-09-24T16:34:15.378972+00:00"", ""EUR_USD"": ""2026-09-24T16:34:14.434455+00:00"", ""XAU_USD"": ""2026-09-24T13:00:47.023256+00:00""}"
2026-09-24,7,905.8169,"{""GBP_USD"": ""2026-09-24T16:34:15.378972+00:00"", ""EUR_USD"": ""2026-09-24T16:34:14.434455+00:00"", ""XAU_USD"": ""2026-09-24T13:00:47.023256+00:00""}"
2026-09-24,7,905.8169,"{""GBP_USD"": ""2026-09-24T16:34:15.378972+00:00"", ""EUR_USD"": ""2026-09-24T16:34:14.434455+00:00"", ""XAU_USD"": ""2026-09-24T13:00:47.023256+00:00""}"
2026-09-24,7,905.8169,"{""GBP_USD"": ""2026-09-24T16:34:15.378972+00:00"", ""EUR_USD"": ""2026-09-24T16:34:14.434455+00:00"", ""XAU_USD"": ""2026-09-24T13:00:47.023256+00:00""}"
2026-09-24,7,905.8169,"{""GBP_USD"": ""2026-09-24T16:34:15.378972+00:00"", ""EUR_USD"": ""2026-09-24T16:34:14.434455+00:00"", ""XAU_USD"": ""2026-09-24T13:00:47.023256+00:00""}"
2026-09-24,7,905.8169,"{""GBP_USD"": ""2026-09-24T16:34:15.378972+00:00"", ""EUR_USD"": ""2026-09-24T16:34:14.434455+00:00"", ""XAU_USD"": ""2026-09-24T13:00:47.023256+00:00""}"
2026-09-24,7,905.8169,"{""GBP_USD"": ""2026-09-24T16:34:15.378972+00:00"", ""EUR_USD"": ""2026-09-24T16:34:14.434455+00:00"", ""XAU_USD"": ""2026-09-24T13:00:47.023256+00:00""}"
